Date,Open,High,Low,Close,Adj Close,Volume
2020-06-29,17041.843750,17360.103516,16792.478516,17231.234375,17231.234375,507899755440
2020-06-30,17214.134766,17339.623047,16984.955078,17099.794922,17099.794922,460454431952
2020-07-01,17086.164063,17570.398438,16984.429688,17438.722656,17438.722656,487722982851
2020-07-02,17451.964844,17550.958984,16861.169922,17179.181641,17179.181641,465232449319
2020-07-03,17173.697266,17196.939453,16796.451172,16831.781250,16831.781250,381539746982
2020-07-04,16824.419922,17180.316406,16812.832031,17107.128906,17107.128906,390447320102
2020-07-05,17099.816406,17165.574219,16766.267578,17001.890625,17001.890625,395217081969
2020-07-06,17003.416016,18064.976563,16954.507813,18018.535156,18018.535156,655273717054
2020-07-07,17978.423828,18105.972656,17539.345703,17907.628906,17907.628906,482491668615
2020-07-08,17913.955078,18606.142578,17840.552734,18485.486328,18485.486328,741351820514
2020-07-09,18491.351563,18539.580078,18024.375000,18259.636719,18259.636719,633342283962
2020-07-10,18248.519531,18249.705078,17817.878906,18112.119141,18112.119141,547258342651
2020-07-11,18116.613281,18152.890625,17912.666016,18006.177734,18006.177734,424333268357
2020-07-12,18006.287109,18295.902344,17879.250000,18198.312500,18198.312500,495776702327
2020-07-13,18202.083984,18377.894531,17914.490234,18021.152344,18021.152344,585732752766
2020-07-14,18049.058594,18226.574219,17923.890625,18094.472656,18094.472656,554217186136
2020-07-15,18089.363281,18184.248047,17809.132813,17917.730469,17917.730469,465133293803
2020-07-16,17919.789063,17961.523438,17433.312500,17565.296875,17565.296875,438458461932
2020-07-17,17569.093750,17573.779297,17443.876953,17434.130859,17434.130859,438888389364
2020-07-18,17440.318359,17716.562500,17400.562500,17637.158203,17637.158203,404252140935
2020-07-19,17635.248047,17912.546875,17472.078125,17862.128906,17862.128906,468212781723
2020-07-20,17862.679688,17943.697266,17560.507813,17652.531250,17652.531250,418653236303
2020-07-21,17663.695313,18347.193359,17617.259766,18264.404297,18264.404297,507394944370
2020-07-22,18265.935547,19619.169922,18129.460938,19562.058594,19562.058594,574652378634
2020-07-23,19576.830078,20765.826172,19488.470703,20561.519531,20561.519531,769595067221
2020-07-24,20564.037109,21385.673828,20156.853516,20864.287109,20864.287109,707348520445
2020-07-25,20850.162109,22921.128906,20850.162109,22720.550781,22720.550781,805907519438
2020-07-26,22693.320313,23641.873047,22437.423828,23148.974609,23148.974609,897417719632
2020-07-27,23150.044922,24736.929688,23150.044922,24049.974609,24049.974609,1170225486755
2020-07-28,24073.585938,24378.566406,23037.400391,23717.787109,23717.787109,925553572590
2020-07-29,23710.156250,24270.986328,23454.578125,23805.673828,23805.673828,813908456688
2020-07-30,23802.240234,25325.621094,23633.966797,25016.808594,25016.808594,884348030538
2020-07-31,25020.330078,26121.416016,24606.707031,25892.375000,25892.375000,901451691770
2020-08-01,25910.654297,29136.339844,25744.972656,28862.976563,28862.976563,1052409888051
2020-08-02,28889.212891,30813.296875,26760.736328,27770.005859,27770.005859,1416681337274
2020-08-03,27804.628906,29821.669922,27669.990234,29036.091797,29036.091797,964723457653
2020-08-04,29025.666016,30118.441406,28800.332031,29264.636719,29264.636719,1057369106622
2020-08-05,29252.277344,30428.287109,28979.187500,30037.986328,30037.986328,963053205156
2020-08-06,30037.484375,30216.238281,29403.181641,29584.048828,29584.048828,846756562699
2020-08-07,29603.892578,29867.681641,27596.339844,28473.238281,28473.238281,956704963746
